building_guid,probability
81370ab1-e4b9-4dc5-b5a7-a74739117238,1.0
42931f1a-ef9a-4df7-8faf-2b381b272aaf,0.6
93584c56-c6ef-40da-8be2-1efb60ee91db,0.0
6abb8721-7daa-45e0-9813-e61468d3895b,0.0
6c4015f8-3952-48fb-801b-372a2f08a4fa,0.0
06bf5cdf-9508-4520-92a5-c31cc985e7ef,0.0
5544b0a9-0741-4f71-9d84-13a2c3cf6dac,0.9
651b986e-cb91-4f17-a21c-6fad6db49c41,1.0
130fa6b4-df41-4902-8218-081c6c60f19a,0.1
96a2982f-b175-4234-ac4e-33531a3f4941,1.0
0a0dad8c-6133-46a9-acb0-eb00f0a3938e,0.9
fe2ca00e-9852-41d8-8597-30de6c59193b,0.2
1ce72bb1-e634-40e4-8386-a07a853ce7b2,0.1
704081c1-45cb-4448-b490-642bc5e3578f,0.1
7fabdfcb-8d61-49c8-94c7-37432f38b5b8,0.1
6d21af18-9e77-4683-b86f-7f497dc1b982,0.2
64ee8947-182a-4617-9b82-81b16fe49eb1,0.2
035e241a-435f-4d9f-bddc-bf0d18f2133d,0.9
d169904d-a24d-4113-827c-5bf9d1a7aedd,0.7
d4bf8c23-926c-4b9c-8a48-a5d08af6b741,0.7
3cdb3a84-8ab1-45f6-bcef-1123343643ca,1.0
66f260f1-85b0-4a76-b808-ebf83350d48b,1.0
e6d8b8a6-42f1-4598-a877-7801d647b78b,0.0
de15c0b9-fe4b-4443-aceb-b48430cf67a1,0.9
94c37cd2-4221-4290-a1e2-2293d0d6a7d2,0.8
86b275d9-75a1-4da1-8ed4-30fae292dbac,0.7
fe9f9dbf-fd06-43f8-a9a8-23276855424d,0.9
f6e6018b-5b5c-4dfb-b257-4e742a88d5ee,0.5
9b5bdce1-8e66-415b-963f-b1395811ea1e,0.8
e2a0c422-73c9-4c8b-b42e-f303f709eb9e,0.0
910d08b6-c27f-4f83-944a-114af516d6e5,0.9
4d84e77f-012b-41d9-bed9-a153cb321d90,0.0
dbe15274-e5df-46da-a779-c3853c649798,0.0
001beea9-2c74-4852-95fd-e0bc3e263453,1.0
303d69a7-190b-4e2a-9efb-b8d8c8bf4679,0.6
50965200-0f90-45da-a28f-864bbdc4ff76,0.0
e219a675-3bb3-412d-a3df-d134b8f25d75,0.0
18db97c6-3350-4199-b63e-9a362f43ff67,0.0
93ad22d6-eb6b-4570-af16-03598f00826a,0.0
3443b2aa-275c-4579-a54b-e443be324a9d,0.8
2b0f0732-1788-4a8e-acd0-1ab44ad99115,0.9
09bd90ff-3cea-44e8-9341-16954ea60703,0.9
23cb6a15-5908-4c2e-8198-57363c1f28c2,1.0
01df96b6-b464-405d-b2d7-ba6242eed889,1.0
8cdf40bb-14bd-4944-961a-f93da9563926,1.0
4a649d89-af91-4b68-8b64-2b7a5d8808d6,1.0
92db6aea-6ed2-4c01-b88a-dae6ffa51f99,0.6
592bef4b-cb9b-4cbb-8b23-036fab2d0dae,0.6
5eab54a1-d26c-491f-bba5-0cb774458e4b,1.0
47f4444f-94ee-4918-bc4f-911f3f03b14f,1.0
6bed2c1c-92e4-4e86-aa44-a5ff50e0d3c6,0.8
9f9671b8-52ac-4643-8082-7dc726dda398,0.1
96cd9750-b066-4476-aa4f-49e5f8a9679f,0.7
4a3eb015-6db4-442a-bcf4-a8dfac59f64a,1.0
a7b94582-b3df-4a5c-b50e-968b43b378ad,1.0
be9b839d-6456-46f5-ab97-5524fea92cc4,0.9
15cf119c-1e38-4d48-ae33-2de1bf3c7e35,0.8
368d6d2d-98dc-41c2-913d-2c6e10e4e2db,1.0
ba212f5d-c34f-45f1-a2b5-2ef6d653004e,0.8
e1497b92-ace4-4eca-8c34-4f9e3728b54c,0.0
e5644579-74e7-4263-8903-70324a618dfb,1.0
1d777f2e-e365-4eb1-9992-dc78009d1456,0.0
0a3dac6a-3f09-407a-beab-922a9910f2ec,0.8
30afec12-623f-42e9-be68-6ad25964880a,0.0
dc39fa69-3369-458c-b714-498140d460f1,0.1
48e77e73-c83e-4c96-bb5f-bc93e36bbecd,0.8
9bc377af-37e6-4718-8dc9-9c2a6b1cd356,0.9
5449409b-5b8a-427a-8c4e-b285a93a8993,1.0
e3d9581b-7348-4877-853e-a3caee2e7c5e,0.2
cbfcab92-3a37-4fc2-82f2-04fbc60e75a7,0.1
5a4585e2-3c74-493a-b19e-bbeee2e20649,0.9
73708d01-f746-44e7-a76b-ba2f9046e5f3,1.0
09832551-51f3-4dc9-ab22-e507582c4f5c,0.9
3edec944-d7fc-415e-8398-8aebfe1b7b11,1.0
50b59566-d29e-45bd-a7dd-bc3d2fb1444b,0.7
587e08ea-459d-4369-ac08-1c98a7c9b2b0,0.9
bdceb124-9237-4144-8ca5-c6e7c6eed675,0.9
d864e85a-f6f8-4fb1-8502-54c177d8074a,0.1
0a0c4891-dacd-4909-b040-a5c8e84b84df,0.0
5d3f8363-79a6-406d-8526-c590c3ef0fa8,0.9
51520425-b3e8-406f-a726-72b861a5d5ea,0.9
66bcd6e7-2f8c-4e77-b2d2-bf7213c05cd5,0.3
3d768fef-49ab-440e-9a2d-ccfb3ffd819e,0.0
ac9acb67-e1a1-47e2-9d3c-a3fd09085139,0.2
dae6e682-6ed2-44c9-95fb-e4d2dd239e2e,0.2
61fcdb91-99cb-47fe-b483-5470dc46b985,1.0
c16cb8ab-fce4-4e4b-a8c2-3309704b9b7c,0.7
152b94e2-4f9c-40e9-bb01-0a656f792212,0.0
4cc09fb7-f112-44ee-bc9a-a711b207d28b,0.0
175c4e42-01de-4320-ae53-83297dbcf8a2,0.0
81fe85f9-d69b-44ad-bfb4-49f823be1e27,0.8
51cd97eb-a730-484c-a34f-e00520249c2e,1.0
da23fdc2-dec6-4425-90ae-612bb8bff9a7,1.0
a48c29e6-7124-4432-b4d9-2307b797a64d,1.0
71b94a50-775e-43ed-9344-b12f31b97730,0.7
fb5a11e2-bfab-471d-924f-2f71bcdde79f,1.0
44ccdfa1-16b4-412e-a9b1-8d0f3abb9f3a,0.0
42f211a1-0d0f-411a-af67-616d779b6e26,0.0
12e32a4d-7697-414e-825c-bf0424cb2c86,1.0
d22505e6-5a62-465f-bdf7-2d49b92bd109,0.8
22bb2133-a047-4a69-9000-c3651181960b,0.9
6a1f1d04-23b6-44ea-8114-4dd4e31fd627,0.9
816b1c7b-9156-431f-993f-033ec40fceae,0.9
5d6d45a6-6476-4cde-8407-6ffdd6b934f1,0.2
652ce3a4-fd99-4acd-b638-8bc5cc332be9,0.2
c259d0b1-227a-4c63-95b2-16be05d41de4,0.2
3a3bfec7-a8e1-4be2-b94f-7c496f2572be,0.0
258e5f37-0062-49ac-b879-381b4a924d42,0.0
e39fcbf2-d6ef-47ee-b525-93c85dace83b,0.1
5468605c-b133-4f77-8043-24f2f06ed936,0.9
9287830c-dfa1-40f4-8b5c-54ad733641ca,0.9
3ef08a7e-80aa-468f-a072-58cf6450dcd6,0.7
05729411-9c07-4132-8cc8-d5109e31f5c4,1.0
a3c2aef3-a371-4bf5-b3c0-2109fc68bc3c,0.0
3bb69d4b-e1d6-4e77-84f5-4bf6d94bfc4a,0.9
23fb1d56-9c10-43e5-9958-9ee90a51a53a,0.9
d883ef74-6a22-42de-895f-7713387176d1,0.0
5f1d43f7-8aa0-415b-bb31-85e30e00cc04,0.9
c6943aa7-8750-4c79-bf67-e28b10e34b67,0.0
77a50c98-1b1c-4309-801c-5c95f93c58c1,0.0
2fe659ff-9e93-44d2-931b-07c2eb17ca3a,1.0
18dd01eb-7202-448b-91cb-c267fcfe8d69,0.9
76a43cc4-4a03-42aa-a1a4-c5cca144d28a,1.0
64817953-1add-40be-85f6-ecec7618d2d5,0.1
7c5ef7e5-6518-4780-aa43-52ec9d6c4955,0.0
47aec8b3-5717-4d57-91d1-dab53405f319,0.0
ce7cefc5-dc39-4114-9c09-bea0cd269ca4,0.3
66694d55-c439-4f3b-8823-c9d5b586c198,0.6
62aa4d66-1955-41a2-9aee-6d46d417c737,0.0
d6402b5d-3679-432b-953a-13262d1e8589,0.0
fc3a8dea-0fde-4bf6-b83d-5393536308f8,0.0
9c3d74ea-ef60-498a-832a-6b6f40353ca3,0.0
1e856cc6-e634-4190-9504-366f8bf078ce,0.9
5b0f07bc-8cd9-414b-ba6d-8db85186990a,1.0
8a23f85b-8200-46b3-8a6a-25f90e2b44c8,1.0
00fe39b6-026f-4d99-ba71-da70720c3927,1.0
2aec5b5c-4118-4715-9773-e9c131a54769,0.8
92e4d2a8-a2d5-4b7f-b7d9-a9ec72f25e5a,0.7
8c91ef0b-af6d-4fd5-a96a-22b843999323,0.9
4a6d7ea7-4a2a-4b07-8baa-94b80f43d2d3,0.0
9c016d55-8bb1-4bda-9804-6d64122a34f2,1.0
74c9b3bf-84bb-4c29-8f12-1c3a0d75acb0,0.2
9660ab81-a47b-455c-ac45-beb72ce6ab18,0.0
8cdca942-04c2-47bc-a0c2-6d59e7b70265,0.3
27e744dd-e212-4a40-994f-448a06fcf4df,0.8
4be05d2d-dcab-4d92-9f51-ed849de71b14,0.8
ce379ec6-44f3-46b9-9938-57dae7980ab0,0.0
4af5fd33-a208-4141-b58c-eb6561435465,0.0
c76bb20b-7da3-45ff-b73f-ba66553f9202,0.0
ef69675b-d737-441c-bc99-86f61e753723,0.0
915c840a-557d-416d-8f64-26b245e320a4,0.0
77171735-e332-4c91-ab06-300d2877ce06,0.1
aba1afec-c10d-4614-92c1-bb739b48501d,0.0
927d5915-afe3-4978-8761-8bf33e502855,0.0
79b1ad8b-ec10-448b-b0af-a39b8d929e0c,0.1
8aa01439-079c-4c94-b2c8-a53780384ead,1.0
1d846ea2-2b9d-4528-85b5-ab22200a3c72,0.0
c68b9dd6-b241-4387-929c-ab9ae0fbfbad,0.8
b1fb6d32-3b36-4200-83d1-9033b7a9ac04,0.3
d76bf0de-05b2-4aa7-8a05-f694b7d85e76,0.9
7d933026-f462-44f9-84a9-cc112f17c009,0.8
0fca53cf-5bb8-4771-851f-8f167005b803,0.0
35d38511-187f-4813-b800-d7a8f4f01150,0.9
43304a26-9366-4d9a-8e0f-81aade3666fb,0.0
0e7a13f5-6cee-4fa5-8c88-0695863e5ef9,1.0
18dc8b49-032b-41bc-8cac-94957590fa5c,0.7
08a5a1b6-34fa-40fe-acb6-7f9384e1bdb1,0.8
ce2f7aa8-a4c9-475e-9948-20f24388fe0f,0.0
d4bda820-efe5-4a81-a920-5fd52020a565,0.9
2210f990-8709-4628-80fc-4a8562e781e5,0.7
607fccca-daca-4dd7-acd9-127d58dac3e8,0.8
00432d2f-a995-4d0e-aac0-164cbb14f742,0.5
7828ed17-bc7c-446c-abbf-cff5e0eb5598,0.8
d04a6730-2fc5-40dd-9928-bc745528cafd,0.5
ca341e1c-f123-403e-bf4b-e8d9f4f3d056,0.9
a8e355b2-49b6-4c19-a97d-00d241999709,0.4
a1665b41-c4de-4073-8ad7-dc72886bbb40,0.0
13234fcb-b8d7-4dca-aa72-afc2342fe2fb,0.0
4ce7a29e-569d-4462-88e8-c97678be20da,0.9
4fcbc26e-8f77-4424-87e0-d3231bb18bc1,0.9
2ee16fe4-c36e-4005-a915-e4c31fe0c06a,0.9
fca2dd14-57c4-4890-b9bf-f6c367d57e94,0.7
aa02d90b-95d3-41c7-a2f3-88dfff18bc66,0.0
4a2dabf0-7c18-4a2e-a192-8ec9fffcabc5,0.0
90dd3075-5836-44be-ab9d-f983baea5fcf,0.8
aacf8644-0264-4981-9962-78bd1c8f0fc0,1.0
0b53af41-d939-41a3-a324-4c3a1100cb3f,0.8
bc119622-e8ef-4357-b9d2-a9d04640eb2a,0.0
0f66c319-9076-40db-a48f-b3fb16ad3a9d,0.2
0acf12e6-8f88-4a82-98af-f2ee5a2b10d5,0.0
8717ae15-2bb4-4d6d-a4b0-99cffa646c55,0.0
04e99ff7-8d53-48f7-9934-17a5d73ceabf,0.4
d16426cf-9372-4fea-b921-cc45ac3f1ab7,0.1
88689e4d-44a1-4be3-8cec-49d0c2d71f88,0.2
96cd9293-3e33-4778-ad35-eae07afc44d7,0.0
9616d612-5c7f-4ee2-ade5-5d1e6db59c38,0.7
637e1290-e6c0-4841-84c4-181d00908788,0.4
fbc6da5e-189b-4886-9fd8-7fee3fdc3b51,0.0
407f7d72-0aef-4f35-88fd-5424470f7266,0.0
893aac9f-47c9-4b88-accd-abf1911c0069,0.2
65df9ff5-17b6-4a39-acf0-ff9ffea3de29,0.8
d6a6c0e6-e596-4755-8871-895499a51c45,0.8
22400b76-b348-41ea-b31e-bd440ecd069a,0.0
2b9ee117-e15b-4290-9c4d-9868c88c05e6,0.0
f0dd6fb8-6abe-4e4f-ae29-00b9283f9ce6,0.1
1e02cd03-2211-495a-9c02-98ed4e8e6688,0.6
38a0bba6-6bc3-4d79-a376-84a5e494c921,0.0
fd5175f1-80a1-4f5b-bc41-29fc5a52d4fc,0.1
de8aef4d-0d99-424d-8fef-39f0423ed8bd,0.6
f65f6976-6477-4777-a511-84a811481c23,0.7
385bc86d-2242-4756-b4e2-40b63fd59a1d,0.0
3df4fb81-fee9-4e5d-b08e-5957018c0940,0.0
985aaef7-4681-4694-83fa-25b23cd18aea,1.0
9f910b4f-8308-4af8-bf25-9f569a195f43,1.0
1f1285fc-5222-4905-9ae3-c54f013f412e,0.1
48284870-c6c0-44f4-94bd-094283a22bb7,0.0
67cb695a-fb87-49f1-95dd-4ebc694e9d0c,0.2
787a8843-25bc-4b58-86ee-1e9dc8e68438,0.0
904a5835-1217-4bdb-b264-a57325eddfb8,0.0
9d39279a-7a50-485c-b281-0482e4d28136,0.1
1c756d48-a1cb-4f8d-9f5c-ef08c2c79a4e,0.0
6a17c7f9-6dae-421c-8d00-571e446d14ce,0.0
adf7c92d-5212-4dcd-8a01-c3c2c3909f9f,0.6
abab7f6f-c0d9-47ba-9d84-8e20051c1689,0.0
03c8f84b-5c50-488e-9abd-efd128b31dbb,0.0
5d6037e9-bf40-45b0-ac18-30d8e53be294,0.9
5a1b004f-bb09-4d7e-895d-50d65cb7e102,1.0
6c2857d8-fbfa-4895-bee0-1ed7678f4635,1.0
2eda89d6-969d-47e9-9688-1d01a6bdff69,1.0
3772f49e-e15e-46ac-b927-3fb6ac9fa23f,0.1
37df3ab5-7981-4d63-8b48-e4182f9337b2,0.1
8780849e-a093-4c9b-a907-d378ba442793,0.8
44d7e85c-0afa-4e04-9766-57fedd2678da,0.7
005c10a6-876c-450f-89e6-6ee3b2399adb,0.1
3fb0b02c-80b2-4260-96fd-c44727d05007,0.0
66282e26-fc30-471a-ad65-649785704f75,1.0
1f5866a2-2d33-4f8a-b0a0-b5e3fed118d2,1.0
f3465048-851f-40e4-807d-854ab90017f2,0.0
3b56f513-34f4-45a7-8c56-caef98422823,0.1
d33df354-ec3b-442f-bc5d-edacb5c56cd7,0.0
08756bca-e2f2-4888-96ee-2c50326a98dd,0.0
d5f48715-df4c-4103-bfe2-9450c5e15acc,0.1
ef76ce3d-ef8f-49f3-b25a-83fc2b99cb96,0.1
e54e8781-e5dd-442f-99c8-31203cebd053,0.1
2e006032-5589-4d6b-97f3-65bb978afb39,0.1
517c7d19-e4e6-4276-834b-d046fcc40f41,0.1
e44f3cf9-8461-49ff-8411-8ba8b3a74253,0.0
7d373719-49f0-417c-8888-06f9278d1fd5,0.0
5c010a9f-18e9-4bf5-814f-047cea289e8f,0.0
68bc8216-f1a1-4846-8980-574cc79ec51a,0.2
b725a6ee-bd00-4787-bafd-afa7b6b020d2,0.2
9806cd63-2cc9-42ab-84e0-9591119e0424,0.0
33bb11ad-bd6d-4989-8c9b-04fd1f2421b7,1.0
28b8a59a-4def-4776-85e1-8b4db932d413,1.0
1243e5c4-0019-4eb4-bae4-6ea1a46629d6,0.2
7ae79d4a-f89b-475e-b602-9140e427b44e,0.0
d10d80ab-424d-4c49-aef4-03088c1dad6e,0.2
3660e5be-7663-4855-81ea-39e34374be11,0.1
d2e0bac5-04d6-4797-97b6-a31b6786b912,0.9
89cc4b57-37cd-4edc-9cdf-c94edce50811,0.2
cd48950c-a6d3-467f-ba2b-98f8cc966dec,0.9
e9e012db-5144-4e21-8f3a-dfd620a6ced2,0.9
9d112658-5ae7-4eb2-b67f-9d33f21a5b67,0.0
d72f76e7-3d10-473d-aabc-870f424e7482,0.0
a9434929-b5f9-498f-8422-35556bac78e9,0.0
66367363-b6ff-4b5b-8eaf-a62d88e33a91,0.0
324edbb0-d212-42dd-87bb-ec11822ceef0,0.3
da5566e7-daca-458b-9ea1-5031964fd573,0.0
07afac2f-0626-42f4-bd1c-4895eeaec74b,1.0
e4c4a3a2-8d63-472d-86f5-866a35b7bdab,0.0
2880deca-e23b-486a-baf5-639df5af0001,0.0
4b15863a-712e-4417-8f41-55721c0e2220,0.0
9387876a-66fb-447b-97d4-c9acdc75dba1,0.8
93afe769-f8af-4781-ae88-22c6e82cf234,0.9
bd653c88-4c12-411e-9093-addb0964f23f,0.7
f24ab81d-efef-4c2d-a912-4a77025c6319,0.9
0f854450-203f-46f5-9a5a-3758e7ada6f9,0.6
6d559860-d74c-4e9f-8c74-5949feb06263,0.9
16ff6c13-632f-4263-8d84-bdcd34d5bb25,0.9
fe0564ea-c0f2-43bd-a2e6-e11ee914f566,0.1
0e523b47-ddae-4eb2-aee4-e43f0e4657bc,0.1
f01d3abb-19ea-4fe6-a395-c8240ec248cd,0.6
c9967a86-baaa-4980-b812-0f6f1dbcc1e3,0.0
8816dbc8-7e5e-4abd-8c8b-946b7e25cae8,0.8
63e86e56-6bb2-4349-846a-29f7065c8f54,1.0
5cad1d7e-e916-4f44-8d5b-d398455866c8,0.0
29ae107b-fa4e-4d3c-bde8-65959f9a05d4,0.0
0c657299-45c7-4c19-bf74-06c80762c9bd,0.0
338cae81-4b9b-4496-a987-0dbb2ffd77be,0.1
7fc0cdb4-32d9-49d3-839a-78f2d6ad9743,0.6
85589ece-6569-4be7-a0ee-b99843008820,1.0
ee1ce3ac-4aa8-44f0-ae21-540c909077e8,0.5
a0deb292-1112-4307-8be7-b1a14d609f09,0.0
11f96d7d-0e76-45c6-8b80-800fd393e9e8,0.7
f3cb307f-5ef1-438a-a82e-a4d3d0865d0d,0.9
075ad705-c2d2-498c-8200-154288ad0381,0.0
9330f384-cec7-45ce-beca-656bdb0f5b7e,0.0
713c19db-6661-4f80-b527-f4dfa4a5cd67,0.0
2f1b1df7-8bdc-49b3-b40c-7554aed33235,0.0
894fe098-a0ad-48e2-9a87-f7ce511d0f76,0.0
5b7e2f46-b244-4997-a60d-76aed5e9fae0,1.0
715c7cf2-ed44-48a4-a17f-a2cc7c70c12a,1.0
7e7b3353-b6fd-4ea4-b67e-c67660b9715d,0.9
8b1e8ac4-c548-4648-9531-fa895a9fc856,0.8
7d0b7bbe-bac0-4b9e-b3fe-61f5200b0ca7,0.0
222b0b93-4e6c-4f8b-bf1f-ca1f61a6279d,0.0
ae920b66-2883-401b-8c84-92ca49bef4c9,0.0
deab98fc-7c87-4e8b-b713-28412a2c3b37,0.9
71af7411-75aa-4fda-8dd3-bc28608e050b,0.0
66618213-8f64-47aa-a2b2-ef9639f9daa6,0.0
5f2695f0-e362-49a5-a9dc-d09aedcb10e0,0.1
d8af0cba-aece-4bf6-8fd9-692342f2bac8,0.0
5f703b1a-035e-4034-8b21-9990797336f3,0.2
8b262281-0e13-4041-9e1d-5f7dba7249e4,0.0
545bc557-dd68-4db4-9c27-6aee8caf5cd5,0.0
f6f3675a-5456-42ca-8259-8e26f332630a,0.0
9308055e-090b-4e75-8137-2e0895bd90fe,0.0
bbe64079-97f3-442f-99a9-dd504bd5307c,0.1
53dfaa72-ef55-426e-8078-ca6d72556ee4,0.0
bda1c7a0-643b-408f-9d4b-107beaaf2367,1.0
7e5e8472-9dce-452a-949e-173c24056d68,0.9
9796a218-d92a-432d-b50a-c4cca1bbc6d2,0.0
02dd323d-8ea0-406e-85b0-635a3b2105c6,1.0
47fc7800-456d-4efd-a5d4-4a322d79ecde,1.0
32e5696e-cf18-4a71-b41b-f9b3f0ac940f,0.1
32d254cc-1f74-42cf-85e3-dd2bd3aa7d59,0.3
8736b655-0daf-49f2-8798-eb687608f55b,1.0
11278da5-4c34-408d-877d-ff8d344f97f4,1.0
98f8abba-df5a-4ae0-8624-022383ce676d,1.0
5a386085-af87-4462-ba6d-c9bac24ff40d,0.5
0685a832-9e02-4a1b-a161-e3e588e32d7d,0.2
a3c1902d-3d97-4b08-8557-b93f8818bb6c,0.9
cf5bc313-8dc8-40f0-a3ef-c17c1ef2df11,1.0
215c5422-52d7-4361-8bbc-cd64ef1f6a89,0.9
19c052b2-d8e7-440e-ae2b-d4ce131a9819,0.0
af29e78a-b242-4e98-a9e5-83d8799d8200,0.0
a14ea75c-de90-4274-a7be-cb0aa9972da6,1.0
e330d3fd-13e4-40d8-8f17-5d14004494c0,1.0
498d7bf5-18a9-4ae7-abca-1f10d5da7933,0.7
03d0414f-791e-4796-9645-06d49f3b5a10,0.0
fc761902-1e87-4a05-b169-823711a03d88,0.1
0c47ca6c-b3b9-4622-8ad8-9e67098928cf,0.0
cbf56816-7d84-42a7-83b2-0e03e2848cfc,0.1
fe645fa0-0c9b-426d-bb28-a728eb418884,0.1
5979ac22-5a31-40d5-8961-462c1365fdd2,0.0
0147f965-60ce-428c-bae1-5a268e2f4fe2,0.2
cf8611a9-65a2-4d46-b2d1-44d71c816efe,0.1
c743bf17-aa7d-4073-ba88-33be5fb32132,1.0
26c249eb-ae67-49bb-975b-8efa9cbaf37c,1.0
5a184e4c-75a2-4dc4-b259-db27f01e039d,0.8
76f99018-ac88-46d8-ab3e-7f7c9da5681a,1.0
a7d95c0f-b855-43a9-91b0-0b1b7f6c9187,0.9
992f6a0f-8f01-4c59-9e99-036671f494fb,0.0
1257382e-58ef-4485-baca-56c87f22172f,0.0
15372775-6d81-449f-8d3e-80a3d1eeffe8,1.0
23a4c4f8-7fc1-4b1e-b911-27bd577c7c20,0.0
f419877a-555c-4feb-b7c5-32f17c4c21af,0.0
565f6d29-ac8e-4ef0-a958-4eaf6b40c767,0.1
58c09357-c5e9-4dda-ab47-57c813974c78,0.0
e6963287-91ea-4063-8c45-f4600931dee3,0.4
75901380-0e3c-4eda-83b8-42326663989d,0.5
62256820-5c09-4a55-a69d-44d29f9700ee,0.0
3fa251a7-5e1b-47c7-8cfa-dfd05bf7cf2e,0.6
248c7364-a149-4262-ab5b-1bdca005cb03,0.0
72765af0-4c84-476d-8630-214207e0a3c9,0.0
ac7ebf54-99a8-4f3f-aeb6-bcd01e75f4ac,0.0
3e565ede-8bb6-4e28-b018-0419711aac1e,0.6
110f984b-a248-4ef7-b681-37c70de80cbf,0.7
fc006e26-7a17-493b-ba28-1994c9eff81a,1.0
aa3ede36-9720-4c14-8213-4367bd5bbd09,1.0
4ee657d5-a92f-4860-8748-caf1ccd31f07,0.0
10a21ad8-6976-4f92-b5a0-48523d72f2c8,0.1
b68dc251-35bc-4e3b-8293-99c4f2de22e9,0.8
397f57b9-a78a-4814-8f58-f335088732e9,0.0
f5d34045-96db-4bb1-b5aa-fa37528a7276,0.9
17c778e5-63f3-4786-be0d-90b4638aa825,1.0
ab55fa8f-bb83-4f9b-b861-dd35861d5210,1.0
28fd24ec-67a5-4664-8929-c59265a741bf,1.0
c9ef205e-1e91-4f93-8a8c-482813e9a704,0.8
0868a1ee-f673-442f-b4ff-1019025ec1e1,0.9
36d47fe6-6aa5-4320-b7cf-4f46cb1d3d58,1.0
f9d90632-325d-46c7-823d-f18b5ec2f612,0.0
2c9c9ecd-57df-413e-b0f7-50e24655e1b3,0.0
971b8861-22be-4f85-a534-f56428e05551,0.0
cdbb353a-9b02-4270-ade9-763bb05d247b,0.9
97e186d2-57ec-47d3-9237-f9adc8273442,0.1
10f2c442-6e23-4b38-84c1-4a244fbc3c8d,0.2
e7702caf-16de-46d8-a831-c69d521b216d,0.3
dded89bd-316c-4875-b860-debc55d03dfe,1.0
c1bd9a76-2999-4e91-ba00-e84780315f0a,0.0
c226210e-53f9-46e2-9dc7-d9bbeb0af1e0,0.6
61db97ac-fadf-4823-8f11-bf0e7ffa667b,0.9
575f333f-5900-427f-9d91-b0799bc12eff,1.0
b2db3c32-ef0b-438a-8a64-8aadac5f8493,0.0
91b9384b-a8d0-4681-adc3-4465e30d1066,0.6
4bd8ea37-aa91-4098-8890-43595ada8d98,1.0
4f5cbcc4-304b-4e88-880e-2340d4b82baa,0.9
99f2e3ce-6547-4aaa-b28d-34081bf89b5d,1.0
07a51004-6f04-4a7c-ad0f-cb321b29256f,0.8
5c277d54-caf0-47fe-9330-ca931282638a,0.7
ba5b995c-0d8b-4127-a22a-9dcc9fbfea0b,0.5
301d062f-0a3c-4195-832c-31e1c7dbb42b,1.0
1fe5bdb2-9715-4507-8f1b-4c6695a6c125,1.0
14a772a7-d6e4-4333-a793-01af68c85ffc,1.0
af5ad733-0aff-4373-afa3-e2c92b87370d,1.0
78903bb3-2b3c-4c9c-85e2-d533c5f4b4a6,0.0
d37361c5-b10a-43b7-a285-7572c3452927,1.0
bb963d6a-9bf7-4c14-99d1-497f843c7d41,0.0
8c021199-e5e4-4545-9635-ec622bd02292,0.0
9c201a1b-a72f-43c1-a9dc-17b852548284,0.9
e9e003ba-bb33-45a0-b272-eb3909f33b0b,1.0
8c4d1ab6-4557-409f-8771-dd4aea8afe79,0.0
89a56a3d-d2aa-4953-9242-717678622f59,0.0
e4178884-f1d2-4bde-89cf-0bfddb95d37b,0.8
c1c21b6e-c107-4305-97f2-62dc7244849c,0.8
5de33a64-396e-4c7f-a7a2-c22d0e6073a9,0.0
98b7d13d-8533-4155-acc1-59307c853981,0.0
b1ff3932-1d63-4ba5-85bf-8c3fa92798c4,0.0
d2ce9e27-8090-49ae-92d1-6b84675cbb2f,0.9
430b5bf9-7a35-45ad-8a18-a27fe16c27c2,0.1
8fae5e63-7d01-4988-a195-9a147ac6f5c7,0.0
199773a6-2555-4013-becc-647ba0b88ec0,0.0
25c6e136-39fb-401b-a6bf-0b84d7ae0558,0.9
01551c3a-30d3-471c-ab1a-1b55215c9aa3,0.7
8563b533-a739-4f62-b1dd-ebadc655ff0a,0.3
588c86d3-8665-490b-a2d1-0f4eee246715,0.0
66ca35a7-5d2e-4708-a504-7205b32155bf,0.0
0c22bd52-b959-4113-a7e6-13109e859555,0.0
1519b006-71ee-4d3e-99aa-853004414749,0.0
f58913e8-c0c2-492d-ba2e-7a2e0ac5461e,0.0
5fe46fbc-de7e-4eb8-9d8f-86371e6b249b,0.0
9ef2e962-d27e-4f54-a267-92a79cc1cc42,0.0
47720040-3912-41f0-8d66-57d58e03d95d,0.1
d2e72ebd-637b-438b-9ee5-cc6f12dcb84a,0.0
b649184c-7679-4a11-afce-9227182ddefb,0.8
ce62e2d5-8205-4e2a-a7ef-827547f6885c,0.6
23f2411b-08d0-4691-8526-ebd14fb1a49d,0.4
8cd3e0a4-697e-454d-8c90-1b8aa1ba3b29,1.0
4d41d187-9e45-49b9-922b-404c4f9be158,0.0
f372727a-e527-4e11-98d7-20049c99a58a,0.0
84680250-8969-4350-bca6-4e0fa7ddd5f4,0.0
bb9b661b-7a4f-4685-8840-f1024f2d86f9,0.0
159ff34c-7a50-4d55-b989-2d6635cf8ea8,0.0
e2eae328-a1e4-4ec2-af66-d5128b207065,1.0
ffb44fca-1c15-4d22-a7e4-18e345d5dba9,0.9
79b2d031-392f-4801-9233-06cf387847e4,1.0
e64c8115-8a80-4c13-beaf-adc1bed8fa40,1.0
321c8310-f6c9-45da-b328-96e25ff4d645,0.2
ea1b5b87-f166-4b4a-84cc-b35028eb33d2,0.0
2ea2a6cb-dbed-4eac-85bc-5e266277a12d,1.0
1bad2c45-06df-4291-8d6c-8b81c5020307,0.7
