Y0,Yl,ΔY,percentage
8.489818247,7.971806712,-0.518011535,6.101562132
128.9938124,121.6217898,-7.372022538,5.71502028
12.95249778,12.95226637,-0.00023141,0.001786609
438.8532484,404.3117943,-34.54145416,7.870843906
153.4898495,148.3531721,-5.136677404,3.346590945
