guid,retrofit_key,retrofit_value
9dcf421e-42be-4336-846b-1cc365df8cb5,Wood or Metal Deck Diaphragms Retrofitted,
81354e06-278e-492f-868b-1b3d8d4fd45e,Wood or Metal Deck Diaphragms Retrofitted,
4be9f839-9dae-4cbd-a544-a17d77dbe31d,Wood or Metal Deck Diaphragms Retrofitted,
81d5d90d-6456-4078-bf87-b2a7f7afc82c,Wood or Metal Deck Diaphragms Retrofitted,
b0bc497f-a5e7-4ba6-ab63-0f5309dd7a5d,Wood or Metal Deck Diaphragms Retrofitted,
d16ae323-d7aa-4f7d-bf4a-7a1bdf1482b8,Wood or Metal Deck Diaphragms Retrofitted,
7c69fdff-6ec7-40d4-836d-84a1b9f8a466,Wood or Metal Deck Diaphragms Retrofitted,
ced10e22-4e21-460f-81cf-05ca10ca1b52,Wood or Metal Deck Diaphragms Retrofitted,
ab11bee6-a64b-4c20-a8d9-ff6c332651d0,Wood or Metal Deck Diaphragms Retrofitted,
9e8e7c47-0568-42c5-a574-e50a396f660d,Wood or Metal Deck Diaphragms Retrofitted,
44777510-9c1f-4ae0-829a-5f56ffe718c2,Wood or Metal Deck Diaphragms Retrofitted,
b093a503-5c75-450b-9e05-7324240a29a1,Wood or Metal Deck Diaphragms Retrofitted,
ce07e731-84e8-4198-88ba-498447443802,Wood or Metal Deck Diaphragms Retrofitted,
d0f30a60-00f1-4faf-989a-804c40b801cb,Wood or Metal Deck Diaphragms Retrofitted,
79fc824c-e7da-4d31-94ed-80b410564081,Wood or Metal Deck Diaphragms Retrofitted,
588ebd13-bbc3-4f3e-af20-37ba580fc506,Wood or Metal Deck Diaphragms Retrofitted,
70449626-0384-4e52-a71e-9085803618c0,Wood or Metal Deck Diaphragms Retrofitted,
72faf359-0d74-47e3-badd-36546e88923a,Wood or Metal Deck Diaphragms Retrofitted,
a8fc7ee5-c5fe-45d5-8030-23cb1d56ef0c,Wood or Metal Deck Diaphragms Retrofitted,
176185e4-0729-4cb6-86c2-00f4929ec8a8,Wood or Metal Deck Diaphragms Retrofitted,
86414016-64a5-49ea-bc98-ba3f82808fad,Wood or Metal Deck Diaphragms Retrofitted,
5c546c23-2dd0-484c-996e-46ef1af07ae8,Wood or Metal Deck Diaphragms Retrofitted,
a0dbd338-eb6d-4ca1-89a3-315e03803f14,Wood or Metal Deck Diaphragms Retrofitted,
2f4b2b21-98af-440e-908e-3358dec5b6b4,Wood or Metal Deck Diaphragms Retrofitted,
a38c0b69-b268-49b4-9b4a-3f176177a14d,Wood or Metal Deck Diaphragms Retrofitted,
1920f9cd-beb1-4ec4-918e-c3994229cde0,Wood or Metal Deck Diaphragms Retrofitted,
34fa872e-a09a-4cc4-baab-2115fb6062f5,Wood or Metal Deck Diaphragms Retrofitted,
a9556633-a319-4cfe-93a6-a5bed870fd14,Wood or Metal Deck Diaphragms Retrofitted,
86dd6c54-da46-4ddf-9990-e1f3d96b3f8d,Wood or Metal Deck Diaphragms Retrofitted,
7482768c-23ea-4a50-b87a-ca87ee5718ce,Wood or Metal Deck Diaphragms Retrofitted,
146e960c-a7a4-41d1-93cb-3d5ac4d72822,Wood or Metal Deck Diaphragms Retrofitted,
528bbc62-14a6-4659-9f0e-fc0622511ee1,Wood or Metal Deck Diaphragms Retrofitted,
7290e3e7-2755-47c4-8105-ce6c6e1a74e9,Wood or Metal Deck Diaphragms Retrofitted,
71af7338-d697-4650-b738-68f749810b51,Wood or Metal Deck Diaphragms Retrofitted,
dd415a15-8c69-4b38-8c3f-48fe510e86d1,Wood or Metal Deck Diaphragms Retrofitted,
2ad115d4-9b6e-4453-a6c0-5bfe169d6a0e,Wood or Metal Deck Diaphragms Retrofitted,
0e9e5428-09b0-4152-ac88-4754cacd89ec,Wood or Metal Deck Diaphragms Retrofitted,
59acc18d-8959-4282-8e47-ce96523d1793,Wood or Metal Deck Diaphragms Retrofitted,
63cb0eef-9c6e-40db-8091-bf0e8f6c4049,Wood or Metal Deck Diaphragms Retrofitted,
1d498c52-2eeb-41e3-9895-0c5c5f6cae3d,Wood or Metal Deck Diaphragms Retrofitted,
e8d2a84b-549e-401d-bdbd-f06b00f538ce,Wood or Metal Deck Diaphragms Retrofitted,
708c0a51-a6e0-476e-a31b-5804071c222a,Wood or Metal Deck Diaphragms Retrofitted,
55b2442d-26d2-4aa6-9be1-30736f84c9b3,Wood or Metal Deck Diaphragms Retrofitted,
c6cdc069-3142-4675-b9fc-697dc086a1d0,Wood or Metal Deck Diaphragms Retrofitted,
b61c11d3-f13c-4879-acd8-0d2c3f7d5f89,Wood or Metal Deck Diaphragms Retrofitted,
5923e38f-7451-4fcc-8ea0-ca3191a2a983,Wood or Metal Deck Diaphragms Retrofitted,
19681669-2b4a-4f06-8e3a-55a3c8dccec4,Wood or Metal Deck Diaphragms Retrofitted,
ad8bbd64-f27b-41fd-9b28-22c6b0070c43,Wood or Metal Deck Diaphragms Retrofitted,
f75bfdba-0f57-4522-8b59-d02277834ec8,Wood or Metal Deck Diaphragms Retrofitted,
eb054d43-14be-460a-abc8-ecabe15e3d3c,Wood or Metal Deck Diaphragms Retrofitted,
07ca46f5-22a4-4b9b-89cf-00014f198129,Wood or Metal Deck Diaphragms Retrofitted,
de6dad96-5bfd-43fa-8f00-6ffefd6a4730,Wood or Metal Deck Diaphragms Retrofitted,
9019d52d-c9f3-49d3-907e-a165341ab796,Wood or Metal Deck Diaphragms Retrofitted,
a633897a-9446-4640-8110-c7d73351591d,Wood or Metal Deck Diaphragms Retrofitted,
ae5e31a4-bdf3-4ce4-9929-64d61814f527,Wood or Metal Deck Diaphragms Retrofitted,
eed1dae4-3677-43af-829c-3b918d8281d6,Wood or Metal Deck Diaphragms Retrofitted,
bb5de55a-9972-48dd-b3b7-9af5f570b222,Wood or Metal Deck Diaphragms Retrofitted,
08fd6269-9769-4d1c-a9b2-78415a82154d,Wood or Metal Deck Diaphragms Retrofitted,
1ff8fbbe-6536-48ce-ab24-ee5691ff8b2e,Wood or Metal Deck Diaphragms Retrofitted,
d43c9ed9-0414-4aa0-95a3-540ed6b680e4,Wood or Metal Deck Diaphragms Retrofitted,
1380ee8e-33a6-41d9-b93b-7c1cab60c730,Wood or Metal Deck Diaphragms Retrofitted,
78f2c4c2-a2aa-4fe7-807f-918cbd285e64,Wood or Metal Deck Diaphragms Retrofitted,
fd55f863-4e08-4995-979a-4a2813701168,Wood or Metal Deck Diaphragms Retrofitted,
e7d994c7-7927-4c2f-9d0b-ab054859375c,Wood or Metal Deck Diaphragms Retrofitted,
263f834b-6b3c-4d4e-a534-387f6af1acf9,Wood or Metal Deck Diaphragms Retrofitted,
8983e761-aa65-4a1c-bccd-3d83fd34d4d9,Wood or Metal Deck Diaphragms Retrofitted,
da483c2e-3d03-49c0-ae15-8bc7f6d970c0,Wood or Metal Deck Diaphragms Retrofitted,
db0eb904-45ca-42fa-9520-0d455d2f8458,Wood or Metal Deck Diaphragms Retrofitted,
8fd779ee-6c83-46e8-a055-a9e364e27abd,Wood or Metal Deck Diaphragms Retrofitted,
d5c0aae6-bfb7-4e4d-a0f6-47994a84ed59,Wood or Metal Deck Diaphragms Retrofitted,
dbb8aa17-cbda-4866-afc5-18f8471b6a75,Wood or Metal Deck Diaphragms Retrofitted,
fb286aad-30ee-432f-8f90-1aaeed7815bc,Wood or Metal Deck Diaphragms Retrofitted,
f45419e5-b279-4373-99df-0c21515a01d8,Wood or Metal Deck Diaphragms Retrofitted,
e05a055a-7656-48b3-a31a-d7474a1d2ccf,Wood or Metal Deck Diaphragms Retrofitted,
ca480ce4-cd90-4bbb-9396-342cb8b407fe,Wood or Metal Deck Diaphragms Retrofitted,
9ab3643c-c643-45bf-a045-828b6e634e53,Wood or Metal Deck Diaphragms Retrofitted,
acd49dba-6704-42f3-a9ee-8b1e89783e30,Wood or Metal Deck Diaphragms Retrofitted,
4489542a-4272-432e-a2bf-7ccedcf2224c,Wood or Metal Deck Diaphragms Retrofitted,
721da82e-6868-416a-bc46-84e6dc37f292,Wood or Metal Deck Diaphragms Retrofitted,
039aa9f0-8caf-427f-9015-d9b79bec5883,Wood or Metal Deck Diaphragms Retrofitted,
7f6de186-b898-40f0-b339-12b3c7445f4b,Wood or Metal Deck Diaphragms Retrofitted,
f7bd2ec9-496c-4bad-bd9f-2cff7e43eb08,Wood or Metal Deck Diaphragms Retrofitted,
70cff2f6-806f-44cf-966b-a451ef9360ac,Wood or Metal Deck Diaphragms Retrofitted,
396b9854-f740-40d9-986e-1ddec63f4cce,Wood or Metal Deck Diaphragms Retrofitted,
56c69772-c96a-4093-aef7-54188b5f6488,Wood or Metal Deck Diaphragms Retrofitted,
5fab2c60-4d6b-4b1c-958d-9f293793c382,Wood or Metal Deck Diaphragms Retrofitted,
c948c6dd-f9b8-41d6-b924-5050ade8a39e,Wood or Metal Deck Diaphragms Retrofitted,
78e67dfc-fe37-4b10-b420-bc4d124ca452,Wood or Metal Deck Diaphragms Retrofitted,
8c17ed5c-f690-4d9d-bc45-73316b6d122a,Wood or Metal Deck Diaphragms Retrofitted,
703f4b59-eddb-40a0-8fff-818407c68851,Wood or Metal Deck Diaphragms Retrofitted,
46a6b5d3-70fe-4f3b-8c6d-6708f74c0c6d,Wood or Metal Deck Diaphragms Retrofitted,
c01a4341-88cd-4c2b-b90a-c7a0e05273dd,Wood or Metal Deck Diaphragms Retrofitted,
a854938e-7929-442b-b0b8-2bdc69faaf4c,Wood or Metal Deck Diaphragms Retrofitted,
526bc3a7-a293-4369-be42-a4ad3be2517d,Wood or Metal Deck Diaphragms Retrofitted,
231d6eb9-a91d-4776-85b2-870cdf888e7d,Wood or Metal Deck Diaphragms Retrofitted,
7b39957a-7217-4f81-92bb-4ddde0e9051d,Wood or Metal Deck Diaphragms Retrofitted,
dd700a97-1242-4739-acb6-3c9d58dacf19,Wood or Metal Deck Diaphragms Retrofitted,
147f9fe1-4b9a-4e63-a4da-3c7eb3bc577b,Wood or Metal Deck Diaphragms Retrofitted,
c1a796ac-816a-4b11-b413-3db88b180e48,Wood or Metal Deck Diaphragms Retrofitted,
1b72aebc-4853-4ca0-8874-aeb22920c147,Wood or Metal Deck Diaphragms Retrofitted,
8f7002c9-d88f-449a-8c1b-e9ba6808cac4,Wood or Metal Deck Diaphragms Retrofitted,
c75bfe8a-aca1-4add-a505-06a4c1f2ce88,Wood or Metal Deck Diaphragms Retrofitted,
f7de0841-25c2-48b3-8df2-7f768eb2b529,Wood or Metal Deck Diaphragms Retrofitted,
c45c188b-05d2-4104-8b62-534137638396,Wood or Metal Deck Diaphragms Retrofitted,
7b483212-5532-4701-ac32-ee5be0fb739a,Wood or Metal Deck Diaphragms Retrofitted,
0e6f4e02-2741-4c7d-9b82-789fa3160eb1,Wood or Metal Deck Diaphragms Retrofitted,
3388d378-edad-4a7f-a998-25cf2dd26510,Wood or Metal Deck Diaphragms Retrofitted,
c7c56082-e269-4316-99c9-33441bf754a8,Wood or Metal Deck Diaphragms Retrofitted,
62fb52b5-536c-459f-9d80-73b0f84e63e3,Wood or Metal Deck Diaphragms Retrofitted,
4b3d20be-2609-4f98-ab02-568254421f91,Wood or Metal Deck Diaphragms Retrofitted,
7d84fa40-1082-4218-ab41-b4aa9b5e88dc,Wood or Metal Deck Diaphragms Retrofitted,
fef49dca-9f3c-410f-a233-edac2256b3ff,Wood or Metal Deck Diaphragms Retrofitted,
05f902df-4fec-4d2b-a11d-83dc70c0c6ef,Wood or Metal Deck Diaphragms Retrofitted,
42f0975f-d1f4-433d-9c4e-072a58207371,Wood or Metal Deck Diaphragms Retrofitted,
ed1f2145-f0d6-45a6-a6a6-38ba9e0a6c52,Wood or Metal Deck Diaphragms Retrofitted,
4910e1a9-54a3-4efd-9a8b-761856fc9430,Wood or Metal Deck Diaphragms Retrofitted,
a5c31dfb-f1f5-44fb-8929-d93ec3c90f3d,Wood or Metal Deck Diaphragms Retrofitted,
ac6cfc6c-48c6-4ead-a5cc-f6f81bce2385,Wood or Metal Deck Diaphragms Retrofitted,
95057463-260d-4986-8bf7-4eefa3f864dc,Wood or Metal Deck Diaphragms Retrofitted,
109529fb-7614-4f39-9d1f-e384c5bb5208,Wood or Metal Deck Diaphragms Retrofitted,
dc81f64b-753b-4016-b2a0-b1b18242a2cd,Wood or Metal Deck Diaphragms Retrofitted,
c6aba801-73f3-49df-9004-46b3f7bdab22,Wood or Metal Deck Diaphragms Retrofitted,
4ec666bc-0a51-4ca7-9466-d28fb28e9be1,Wood or Metal Deck Diaphragms Retrofitted,
f88f7740-abce-4ca4-9e45-114994ced039,Wood or Metal Deck Diaphragms Retrofitted,
3eb14042-7528-45df-b5ef-3a6492f99311,Wood or Metal Deck Diaphragms Retrofitted,
2593dc33-55bc-4808-bcde-668c3cda82f4,Wood or Metal Deck Diaphragms Retrofitted,
762f9395-9e9e-4f26-8a1d-732afb1addba,Wood or Metal Deck Diaphragms Retrofitted,
e3d7d64c-3039-48e3-8e1b-0e88c8991aa7,Wood or Metal Deck Diaphragms Retrofitted,
1f8aca1c-2e50-44a9-bd8c-df12c376fe50,Wood or Metal Deck Diaphragms Retrofitted,
21d22f02-bf7f-4c6b-a56d-6afa61cb5314,Wood or Metal Deck Diaphragms Retrofitted,
bb2373df-4379-4b03-86d5-bcb01ec85eee,Wood or Metal Deck Diaphragms Retrofitted,
9d0e10f8-99ee-41f7-bf85-0e89b12b40ab,Wood or Metal Deck Diaphragms Retrofitted,
5c5f9b8a-f985-434d-b283-ec9679e3c368,Wood or Metal Deck Diaphragms Retrofitted,
53f9b214-582a-499a-83a3-f1a0d0ffa119,Wood or Metal Deck Diaphragms Retrofitted,
eb4d0a74-5174-44a6-b4f7-7de931428852,Wood or Metal Deck Diaphragms Retrofitted,
2bb9557d-bf24-4ba8-a9c9-d9adbc93ee97,Wood or Metal Deck Diaphragms Retrofitted,
e176ee84-c869-47fe-a825-9854d9cb2bca,Wood or Metal Deck Diaphragms Retrofitted,
ab0eab6b-39b9-4c67-80bf-b6e50d2f9e56,Wood or Metal Deck Diaphragms Retrofitted,
231f4c44-f5a3-422f-ad8b-5126c955064e,Wood or Metal Deck Diaphragms Retrofitted,
a191720d-f1ea-4c06-8c31-1f1fea26c204,Wood or Metal Deck Diaphragms Retrofitted,
ac94fd88-bc0f-4f43-a6e2-f24932b9853b,Wood or Metal Deck Diaphragms Retrofitted,
f81a2628-4647-4f6c-8635-0ff7aaa98c27,Wood or Metal Deck Diaphragms Retrofitted,
ff63f1f1-2dbd-42bb-b455-2fc2da92fd10,Wood or Metal Deck Diaphragms Retrofitted,
097d293f-11e8-4b6a-b682-4663bc149ad4,Wood or Metal Deck Diaphragms Retrofitted,
fdc190ef-f9ca-4b15-8b60-09d923b5806a,Wood or Metal Deck Diaphragms Retrofitted,
6f39030f-d3ae-4d41-b4e4-124ddfeda45c,Wood or Metal Deck Diaphragms Retrofitted,
3fd89a03-54ea-49de-88b0-b2e653bbcd84,Wood or Metal Deck Diaphragms Retrofitted,
485de9dc-dec9-4ac2-9104-7d6213a4519c,Wood or Metal Deck Diaphragms Retrofitted,
34666560-07cf-4404-abfd-fa544a58320a,Wood or Metal Deck Diaphragms Retrofitted,
90c68f94-2c29-4b89-91ba-8817a5d472df,Wood or Metal Deck Diaphragms Retrofitted,
ed75f57f-fc77-4829-a466-6fb0240be0fb,Wood or Metal Deck Diaphragms Retrofitted,
ad1c3eef-83d9-4b78-bdfb-f74022936308,Wood or Metal Deck Diaphragms Retrofitted,
55a1d094-1b75-4be2-b636-a00028f94ae4,Wood or Metal Deck Diaphragms Retrofitted,
6838f5b6-c19e-4ef7-974b-1dbda1daf871,Wood or Metal Deck Diaphragms Retrofitted,
c9a4e1dd-7ff3-4773-b9f4-4356c5062ce7,Wood or Metal Deck Diaphragms Retrofitted,
72ffc73d-83a2-40c5-9276-590f40c14487,Wood or Metal Deck Diaphragms Retrofitted,
fb441067-201a-43aa-ada7-997d6cf8cf99,Wood or Metal Deck Diaphragms Retrofitted,
0df922ae-b290-44d2-a849-97636486e4db,Wood or Metal Deck Diaphragms Retrofitted,
f4bc78d8-12f3-48cc-888b-bd93170a9317,Wood or Metal Deck Diaphragms Retrofitted,
cf7b9704-728a-430a-b042-42da61cd7ea1,Wood or Metal Deck Diaphragms Retrofitted,
ed778aa6-26d8-465d-9c31-b1997daf040a,Wood or Metal Deck Diaphragms Retrofitted,
bb4f2d04-a5b0-4d73-a4ab-1ec4402f65ce,Wood or Metal Deck Diaphragms Retrofitted,
dc873ef6-1f67-4a9a-9428-b56b3b2a8d40,Wood or Metal Deck Diaphragms Retrofitted,
7e519870-4ded-4093-98c5-e3005000a84a,Wood or Metal Deck Diaphragms Retrofitted,
3c7c6255-b6be-47bf-b2f1-aeb259e58bca,Wood or Metal Deck Diaphragms Retrofitted,
a94ea849-529f-424f-948f-8a84999ea828,Wood or Metal Deck Diaphragms Retrofitted,
231dcaad-49be-4d73-9625-47564c8f344b,Wood or Metal Deck Diaphragms Retrofitted,
6ba32ab9-0e19-4714-a770-0810e6b99c71,Wood or Metal Deck Diaphragms Retrofitted,
8aefcc99-ac24-4750-baa0-460ce129cd51,Wood or Metal Deck Diaphragms Retrofitted,
d3c2247a-855b-45ee-b3f1-00782da1ff3b,Wood or Metal Deck Diaphragms Retrofitted,
c6cf81ce-d6d4-4935-bfab-3d50a7019fe3,Wood or Metal Deck Diaphragms Retrofitted,
362c8360-1d04-403c-9cf2-452c052d4e88,Wood or Metal Deck Diaphragms Retrofitted,
4148d4b8-eda8-44d5-846d-9ae9499f782e,Wood or Metal Deck Diaphragms Retrofitted,
b0489d96-1f79-4ef1-84cb-96f05c930497,Wood or Metal Deck Diaphragms Retrofitted,
88b9d43b-f905-4d00-b083-105bebf5d268,Wood or Metal Deck Diaphragms Retrofitted,
e0482479-dbba-434d-9158-5835bc25962c,Wood or Metal Deck Diaphragms Retrofitted,
69c2991f-8792-4233-ab2a-da23d5068b24,Wood or Metal Deck Diaphragms Retrofitted,
0fe1ceb8-2f81-4c1a-9685-48ce5c4923df,Wood or Metal Deck Diaphragms Retrofitted,
d8232aa6-2d4f-44e8-9793-326bd9a5321e,Wood or Metal Deck Diaphragms Retrofitted,
39671ec2-6aa9-4552-80fe-245e205512b2,Wood or Metal Deck Diaphragms Retrofitted,
d65680fd-4480-4203-a88a-91e923fdf40a,Wood or Metal Deck Diaphragms Retrofitted,
c8597566-17dd-4ba4-9235-0958aa7a8477,Wood or Metal Deck Diaphragms Retrofitted,
d5f22f9e-7413-42e6-8a4d-664ce5d792fe,Wood or Metal Deck Diaphragms Retrofitted,
a5dd304a-31ec-4275-b8fb-37d19230896a,Wood or Metal Deck Diaphragms Retrofitted,
9a5283a1-7d73-46ac-9c2d-c444b1b65346,Wood or Metal Deck Diaphragms Retrofitted,
4bb0540e-719f-4dd9-a097-f9b56f40c4da,Wood or Metal Deck Diaphragms Retrofitted,
9498f6c8-ba33-4601-aa45-c4770f07c6cb,Wood or Metal Deck Diaphragms Retrofitted,
657122c4-a2b1-44a8-a01c-9b1686b13377,Wood or Metal Deck Diaphragms Retrofitted,
b86f3d7a-46a5-489b-94bf-6997f2635f9f,Wood or Metal Deck Diaphragms Retrofitted,
807f1b7b-2d2b-4088-ae6f-20c0b798aece,Wood or Metal Deck Diaphragms Retrofitted,
6d457fb1-96ae-4579-8ea3-18b1a56a6fd1,Wood or Metal Deck Diaphragms Retrofitted,
73c7e7e1-d839-4901-aa49-88a53e1b3c7e,Wood or Metal Deck Diaphragms Retrofitted,
a25da780-5a47-4225-9d1f-b2ab696943e1,Wood or Metal Deck Diaphragms Retrofitted,
01c4d21c-a500-4333-a393-b47874ed2bb7,Wood or Metal Deck Diaphragms Retrofitted,
5564a392-45f3-4d38-9284-94c72732fb69,Wood or Metal Deck Diaphragms Retrofitted,
278c2b79-7b51-49c8-8e3d-6153f01df943,Wood or Metal Deck Diaphragms Retrofitted,
bc3b7c3d-2d0c-4eaa-8cfc-51565ce9bb81,Wood or Metal Deck Diaphragms Retrofitted,
69fffca1-e92a-4619-b2c1-e729c9496a81,Wood or Metal Deck Diaphragms Retrofitted,
6ff6faa1-c5ef-4e14-8736-c74e2e417156,Wood or Metal Deck Diaphragms Retrofitted,
bbbd867d-94d0-4cec-af34-06835a6933db,Wood or Metal Deck Diaphragms Retrofitted,
53cc65b7-cfb6-4987-88f9-b7eafac4104e,Wood or Metal Deck Diaphragms Retrofitted,
c4eacbd9-a0ba-477c-ace7-0bd2015be024,Wood or Metal Deck Diaphragms Retrofitted,
a2f2dc42-4ae8-43dd-a853-17a87d9e3e73,Wood or Metal Deck Diaphragms Retrofitted,
6fbcc35d-83ea-4c69-bbe5-dfb01d4f31bf,Wood or Metal Deck Diaphragms Retrofitted,
941e99cc-b2b0-4f56-b64d-678e2e7b8814,Wood or Metal Deck Diaphragms Retrofitted,
079bffc0-d7e8-456e-8878-261e96badbca,Wood or Metal Deck Diaphragms Retrofitted,
c6a4c585-c318-44b4-85f0-e4a27ba96db0,Wood or Metal Deck Diaphragms Retrofitted,
bb98df70-a18f-40f2-b5d0-c3544cdd10a5,Wood or Metal Deck Diaphragms Retrofitted,
e3b01a31-7054-47ba-94ef-3c6a4bb3c23b,Wood or Metal Deck Diaphragms Retrofitted,
d30e5c8f-5b27-4767-a74c-7ca24452e978,Wood or Metal Deck Diaphragms Retrofitted,
f4606b85-8de0-4f74-a6ec-51d5aa665fee,Wood or Metal Deck Diaphragms Retrofitted,
c8298549-9fc0-4c57-a936-6b1210f7a4c1,Wood or Metal Deck Diaphragms Retrofitted,
f4b1688f-69ce-4901-8567-cd734b861b45,Wood or Metal Deck Diaphragms Retrofitted,
5356c9ae-94a4-46e7-a5c5-4a17784736e5,Wood or Metal Deck Diaphragms Retrofitted,
29485f51-8fb9-4c2d-b37d-ce77b44c2ab8,Wood or Metal Deck Diaphragms Retrofitted,
84123360-2169-4687-b9c1-b99bb7acf4cb,Wood or Metal Deck Diaphragms Retrofitted,
1cfa7d1e-35ac-4372-9003-b987f7e0d6db,Wood or Metal Deck Diaphragms Retrofitted,
fad156e1-f7d8-492e-a894-5d627aac9629,Wood or Metal Deck Diaphragms Retrofitted,
c5eb337a-c857-4b67-9974-59351b921e82,Wood or Metal Deck Diaphragms Retrofitted,
2c6d1aa4-0000-4cc5-b4d7-a5a369cc31ba,Wood or Metal Deck Diaphragms Retrofitted,
01f82f18-b8ba-44c0-8d09-b22dd421ed00,Wood or Metal Deck Diaphragms Retrofitted,
bb5a38cd-3604-4ff7-8efb-985042bd805e,Wood or Metal Deck Diaphragms Retrofitted,
0265a48f-f696-470e-be7d-c681fc200864,Wood or Metal Deck Diaphragms Retrofitted,
ebeed76b-9075-4eee-8a3c-a746ec8517d4,Wood or Metal Deck Diaphragms Retrofitted,
3bf03c18-baca-4352-b75e-72e349dc3120,Wood or Metal Deck Diaphragms Retrofitted,
e4a5b501-6755-4cd7-902b-aca90c0c4ed6,Wood or Metal Deck Diaphragms Retrofitted,
29da4937-2b07-4958-906c-69a9a42ef61e,Wood or Metal Deck Diaphragms Retrofitted,
9fc382ee-3bf9-439a-81f0-93b34b5324e6,Wood or Metal Deck Diaphragms Retrofitted,
ec19afaa-1a58-4731-bb10-55c213ad3209,Wood or Metal Deck Diaphragms Retrofitted,
53712409-8391-49e2-9a8e-eceb9209391c,Wood or Metal Deck Diaphragms Retrofitted,
621bde5f-a33f-4bf3-b56e-262a0fe28298,Wood or Metal Deck Diaphragms Retrofitted,
ab898b91-4e19-4535-a399-add7b74fa7fe,Wood or Metal Deck Diaphragms Retrofitted,
2e529dac-3b64-492e-bba2-54d108e2d99e,Wood or Metal Deck Diaphragms Retrofitted,
bcbf1d70-b6b4-4e26-b9d2-222232867061,Wood or Metal Deck Diaphragms Retrofitted,
d1e9a0ba-f65e-419c-bb18-c6163c6c5024,Wood or Metal Deck Diaphragms Retrofitted,
b5440139-a657-4381-893b-d6ce472d0d58,Wood or Metal Deck Diaphragms Retrofitted,
0e3cfb2a-6041-4760-be02-759f00b269ef,Wood or Metal Deck Diaphragms Retrofitted,
299fc334-ccc3-4ae8-867f-d10a887d28bb,Wood or Metal Deck Diaphragms Retrofitted,
9c6bc35c-6e26-4108-91c6-74416e7a03fe,Wood or Metal Deck Diaphragms Retrofitted,
f16ddedf-3c13-4985-9038-eaeeaaec874f,Wood or Metal Deck Diaphragms Retrofitted,
92d80711-6fc2-4203-b56e-00e0919e1ce7,Wood or Metal Deck Diaphragms Retrofitted,
bbfa7a3f-7490-4c56-8c47-9535ce244e18,Wood or Metal Deck Diaphragms Retrofitted,
b9b66eb6-55d0-4bf2-85da-ec84de16b537,Wood or Metal Deck Diaphragms Retrofitted,
8c8dbd5a-4551-41d1-9e21-b7a987b6366c,Wood or Metal Deck Diaphragms Retrofitted,
d191ec1b-72a9-4dff-a7ef-97b5b5bbb6ac,Wood or Metal Deck Diaphragms Retrofitted,
aa921ec2-8a11-47ed-8beb-512c44f9bba7,Wood or Metal Deck Diaphragms Retrofitted,
3ad47fd1-8614-4bed-9b9e-400ebed45e4d,Wood or Metal Deck Diaphragms Retrofitted,
70e0e3ad-34b1-4d96-b8bd-3cd8332e67a1,Wood or Metal Deck Diaphragms Retrofitted,
e6793c4b-ec78-49c8-92d0-6cdd7e7c06fa,Wood or Metal Deck Diaphragms Retrofitted,
2948d2ab-245c-4d70-bb09-46a90953adbc,Wood or Metal Deck Diaphragms Retrofitted,
9989b14c-8448-4411-b2b1-8e170c456929,Wood or Metal Deck Diaphragms Retrofitted,
cc8ff316-ed4c-4d39-9246-28196a419e22,Wood or Metal Deck Diaphragms Retrofitted,
fc84271b-c821-47a0-b298-cd1721ed1269,Wood or Metal Deck Diaphragms Retrofitted,
c16bc488-ce5c-4ff1-bf10-0b4d4907e617,Wood or Metal Deck Diaphragms Retrofitted,
a1f7e89a-8663-4fcd-8a62-686b338b750f,Wood or Metal Deck Diaphragms Retrofitted,
9f5a078e-23bd-499e-85de-6babec33a5e8,Wood or Metal Deck Diaphragms Retrofitted,
ffc72859-7cdc-4522-9982-9cf449644811,Wood or Metal Deck Diaphragms Retrofitted,
186f3121-5d12-423a-b6e1-c7c7d5d04b7c,Wood or Metal Deck Diaphragms Retrofitted,
f2f92f66-5670-4d20-9ebd-8920e51bc0f5,Wood or Metal Deck Diaphragms Retrofitted,
cbdb761a-37e2-43a3-ba2d-5f5ab3dc680f,Wood or Metal Deck Diaphragms Retrofitted,
dee94279-9c84-4f98-8742-dff3aa4a1a49,Wood or Metal Deck Diaphragms Retrofitted,
ad0467b9-7e2e-4b41-ba9f-70dc9b1d0275,Wood or Metal Deck Diaphragms Retrofitted,
ae105cb0-232f-4472-91c7-5f0be587e79f,Wood or Metal Deck Diaphragms Retrofitted,
402244e4-861e-4760-a1b5-1bc2ff640645,Wood or Metal Deck Diaphragms Retrofitted,
60a09907-e242-4d05-9fca-ddb61606fcb2,Wood or Metal Deck Diaphragms Retrofitted,
0b54fac5-e1db-4a1d-b099-1ee2ac195aad,Wood or Metal Deck Diaphragms Retrofitted,
bdf94835-0892-4d0e-88ef-41919434f6ca,Wood or Metal Deck Diaphragms Retrofitted,
1d113ce0-db6f-48f0-99e1-3280a72e8c71,Wood or Metal Deck Diaphragms Retrofitted,
5cdda53b-24c2-42a9-8d4b-8ccde89ad23e,Wood or Metal Deck Diaphragms Retrofitted,
e9ce22be-a9ff-4076-bdab-ac4225a56cba,Wood or Metal Deck Diaphragms Retrofitted,
304e8551-1016-4dd6-b924-787c69ac2244,Wood or Metal Deck Diaphragms Retrofitted,
1b241b56-4d34-48bf-a1b7-7d951792e651,Wood or Metal Deck Diaphragms Retrofitted,
4c37213e-1e84-43ef-904b-4208f5f91e7e,Wood or Metal Deck Diaphragms Retrofitted,
